"site","year","species","abund"
"1985_17_control_summer",1985,"moll vert",6
"1985_17_control_summer",1985,"pani ariz",1
"1985_17_control_summer",1985,"pect papp",2
"1985_17_control_summer",1985,"tide lanu",2
"1985_19_exclosure_summer",1985,"bail mult",1
"1985_19_exclosure_summer",1985,"boer torr",3
"1985_19_exclosure_summer",1985,"bout aris",5
"1985_19_exclosure_summer",1985,"erio aber",2
"1985_19_exclosure_summer",1985,"euph fend",1
"1985_19_exclosure_summer",1985,"moll cerv",17
"1985_19_exclosure_summer",1985,"moll vert",9
"1985_19_exclosure_summer",1985,"pect papp",2
"1985_19_exclosure_summer",1985,"tide lanu",5
"1985_20_control_summer",1985,"boer torr",1
"1985_20_control_summer",1985,"euph fend",2
"1985_20_control_summer",1985,"moll cerv",17
"1985_20_control_summer",1985,"pani ariz",1
"1985_20_control_summer",1985,"pect papp",1
"1985_20_control_summer",1985,"tide lanu",1
"1985_21_exclosure_summer",1985,"aris adsc",2
"1985_21_exclosure_summer",1985,"bail mult",4
"1985_21_exclosure_summer",1985,"boer torr",2
"1985_21_exclosure_summer",1985,"bout aris",26
"1985_21_exclosure_summer",1985,"erio aber",10
"1985_21_exclosure_summer",1985,"euph fend",2
"1985_21_exclosure_summer",1985,"moll cerv",8
"1985_21_exclosure_summer",1985,"moll vert",124
"1985_21_exclosure_summer",1985,"pani ariz",1
"1985_21_exclosure_summer",1985,"pect papp",1
"1985_21_exclosure_summer",1985,"tide lanu",6
"1985_23_removal_summer",1985,"bail mult",2
"1985_23_removal_summer",1985,"boer torr",2
"1985_23_removal_summer",1985,"bout aris",6
"1985_23_removal_summer",1985,"erio aber",1
"1985_23_removal_summer",1985,"euph fend",5
"1985_23_removal_summer",1985,"moll cerv",19
"1985_23_removal_summer",1985,"moll vert",2
"1985_23_removal_summer",1985,"pect papp",2
"1985_1_control_summer",1985,"bail mult",11
"1985_1_control_summer",1985,"erig dive",128
"1985_1_control_summer",1985,"erio aber",235
"1985_1_control_summer",1985,"erod cicu",216
"1985_2_control_summer",1985,"erig dive",44
"1985_2_control_summer",1985,"erio aber",81
"1985_2_control_summer",1985,"erod cicu",1
"1985_2_control_summer",1985,"hapl grac",1
"1985_3_exclosure_summer",1985,"bail mult",45
"1985_3_exclosure_summer",1985,"erig dive",31
"1985_3_exclosure_summer",1985,"erio aber",119
"1985_4_control_summer",1985,"bail mult",120
"1985_4_control_summer",1985,"erio aber",57
"1985_4_control_summer",1985,"hapl grac",6
"1985_6_control_summer",1985,"bail mult",272
"1985_6_control_summer",1985,"erig dive",12
"1985_6_control_summer",1985,"erio aber",73
"1985_6_control_summer",1985,"erod cicu",2
"1985_6_control_summer",1985,"hapl grac",2
"1985_7_removal_summer",1985,"bail mult",8
"1985_7_removal_summer",1985,"erig dive",1
"1985_7_removal_summer",1985,"erio aber",17
"1985_7_removal_summer",1985,"erod cicu",1636
"1985_7_removal_summer",1985,"hapl grac",19
"1985_8_control_summer",1985,"bail mult",64
"1985_8_control_summer",1985,"erig dive",34
"1985_8_control_summer",1985,"erio aber",124
"1985_8_control_summer",1985,"erod cicu",8
"1985_8_control_summer",1985,"hapl grac",3
"1985_9_control_summer",1985,"bail mult",70
"1985_9_control_summer",1985,"erig dive",15
"1985_9_control_summer",1985,"erio aber",41
"1985_9_control_summer",1985,"erod cicu",2
"1985_10_removal_summer",1985,"bail mult",21
"1985_10_removal_summer",1985,"erig dive",2
"1985_10_removal_summer",1985,"erio aber",54
"1985_10_removal_summer",1985,"erod cicu",122
"1985_10_removal_summer",1985,"hapl grac",292
"1985_11_control_summer",1985,"bail mult",154
"1985_11_control_summer",1985,"erig dive",20
"1985_11_control_summer",1985,"erio aber",60
"1985_11_control_summer",1985,"hapl grac",99
"1985_12_control_summer",1985,"bail mult",21
"1985_12_control_summer",1985,"erio aber",13
"1985_12_control_summer",1985,"erod cicu",2
"1985_12_control_summer",1985,"hapl grac",6
"1985_13_control_summer",1985,"bail mult",31
"1985_13_control_summer",1985,"erig dive",3
"1985_13_control_summer",1985,"erio aber",37
"1985_13_control_summer",1985,"erod cicu",2
"1985_13_control_summer",1985,"hapl grac",8
"1985_14_control_summer",1985,"bail mult",25
"1985_14_control_summer",1985,"erig dive",4
"1985_14_control_summer",1985,"erio aber",23
"1985_15_exclosure_summer",1985,"erig dive",1
"1985_15_exclosure_summer",1985,"erio aber",2
"1985_15_exclosure_summer",1985,"hapl grac",1
"1985_16_removal_summer",1985,"bail mult",16
"1985_16_removal_summer",1985,"erig dive",25
"1985_16_removal_summer",1985,"erio aber",19
"1985_16_removal_summer",1985,"erod cicu",381
"1985_16_removal_summer",1985,"hapl grac",29
"1985_17_control_summer",1985,"bail mult",5
"1985_17_control_summer",1985,"erig dive",8
"1985_17_control_summer",1985,"erio aber",16
"1985_17_control_summer",1985,"erod cicu",1
"1985_17_control_summer",1985,"hapl grac",15
"1985_18_control_summer",1985,"bail mult",36
"1985_18_control_summer",1985,"erig dive",2
"1985_18_control_summer",1985,"erio aber",12
"1985_18_control_summer",1985,"erod cicu",4
"1985_18_control_summer",1985,"hapl grac",1
"1985_19_exclosure_summer",1985,"bail mult",3
"1985_19_exclosure_summer",1985,"erio aber",12
"1985_19_exclosure_summer",1985,"erod cicu",137
"1985_19_exclosure_summer",1985,"hapl grac",9
"1985_20_control_summer",1985,"bail mult",2
"1985_20_control_summer",1985,"erig dive",2
"1985_20_control_summer",1985,"erio aber",23
"1985_21_exclosure_summer",1985,"bail mult",101
"1985_21_exclosure_summer",1985,"erig dive",6
"1985_21_exclosure_summer",1985,"erio aber",18
"1985_21_exclosure_summer",1985,"erod cicu",7
"1985_21_exclosure_summer",1985,"hapl grac",1039
"1985_22_control_summer",1985,"bail mult",26
"1985_22_control_summer",1985,"erig dive",34
"1985_22_control_summer",1985,"erio aber",15
"1985_22_control_summer",1985,"hapl grac",1
"1985_23_removal_summer",1985,"bail mult",12
"1985_23_removal_summer",1985,"erio aber",16
"1985_23_removal_summer",1985,"erod cicu",5
"1985_23_removal_summer",1985,"hapl grac",7
"1986_1_control_summer",1986,"bail mult",12
"1986_1_control_summer",1986,"boer torr",9
"1986_1_control_summer",1986,"bout aris",6
"1986_1_control_summer",1986,"erio aber",3
"1986_1_control_summer",1986,"euph fend",29
"1986_1_control_summer",1986,"moll cerv",38
"1986_1_control_summer",1986,"moll vert",1
"1986_1_control_summer",1986,"pani ariz",3
"1986_1_control_summer",1986,"pect papp",17
"1986_1_control_summer",1986,"tide lanu",5
"1986_2_control_summer",1986,"bail mult",2
"1986_2_control_summer",1986,"boer torr",3
"1986_2_control_summer",1986,"bout aris",2
"1986_2_control_summer",1986,"euph fend",10
"1986_2_control_summer",1986,"moll cerv",19
"1986_2_control_summer",1986,"pani ariz",3
"1986_2_control_summer",1986,"pect papp",16
"1986_2_control_summer",1986,"tide lanu",6
"1986_3_exclosure_summer",1986,"aris adsc",1
"1986_3_exclosure_summer",1986,"bail mult",28
"1986_3_exclosure_summer",1986,"boer torr",11
"1986_3_exclosure_summer",1986,"bout aris",12
"1986_3_exclosure_summer",1986,"erio aber",8
"1986_3_exclosure_summer",1986,"euph fend",27
"1986_3_exclosure_summer",1986,"moll cerv",1
"1986_3_exclosure_summer",1986,"moll vert",26
"1986_3_exclosure_summer",1986,"pani ariz",13
"1986_3_exclosure_summer",1986,"pect papp",1
"1986_3_exclosure_summer",1986,"tide lanu",27
"1986_4_control_summer",1986,"bail mult",22
"1986_4_control_summer",1986,"boer torr",4
"1986_4_control_summer",1986,"bout aris",39
"1986_4_control_summer",1986,"erio aber",4
"1986_4_control_summer",1986,"euph fend",43
"1986_4_control_summer",1986,"moll vert",232
"1986_4_control_summer",1986,"pani ariz",2
"1986_4_control_summer",1986,"pect papp",1
"1986_4_control_summer",1986,"tide lanu",6
"1986_6_control_summer",1986,"bail mult",71
"1986_6_control_summer",1986,"boer torr",7
"1986_6_control_summer",1986,"bout aris",24
"1986_6_control_summer",1986,"erio aber",10
"1986_6_control_summer",1986,"euph fend",41
"1986_6_control_summer",1986,"moll cerv",3
"1986_6_control_summer",1986,"moll vert",11
"1986_6_control_summer",1986,"pani ariz",12
"1986_6_control_summer",1986,"pect papp",6
"1986_6_control_summer",1986,"tide lanu",17
"1986_7_removal_summer",1986,"aris adsc",4
"1986_7_removal_summer",1986,"bail mult",2
"1986_7_removal_summer",1986,"bout aris",2
"1986_7_removal_summer",1986,"erio aber",2
"1986_7_removal_summer",1986,"euph fend",18
"1986_7_removal_summer",1986,"moll vert",17
"1986_8_control_summer",1986,"bail mult",65
"1986_8_control_summer",1986,"boer torr",55
"1986_8_control_summer",1986,"bout aris",116
"1986_8_control_summer",1986,"erio aber",11
"1986_8_control_summer",1986,"euph fend",66
"1986_8_control_summer",1986,"moll cerv",5
"1986_8_control_summer",1986,"moll vert",136
"1986_8_control_summer",1986,"pani ariz",8
"1986_8_control_summer",1986,"pect papp",23
"1986_8_control_summer",1986,"tide lanu",20
"1986_9_control_summer",1986,"bail mult",19
"1986_9_control_summer",1986,"boer torr",14
"1986_9_control_summer",1986,"bout aris",84
"1986_9_control_summer",1986,"erio aber",5
"1986_9_control_summer",1986,"euph fend",196
"1986_9_control_summer",1986,"moll cerv",1
"1986_9_control_summer",1986,"moll vert",77
"1986_9_control_summer",1986,"pani ariz",9
"1986_9_control_summer",1986,"pect papp",17
"1986_9_control_summer",1986,"tide lanu",1
"1986_10_removal_summer",1986,"aris adsc",14
"1986_10_removal_summer",1986,"bail mult",12
"1986_10_removal_summer",1986,"boer torr",6
"1986_10_removal_summer",1986,"bout aris",27
"1986_10_removal_summer",1986,"erio aber",4
"1986_10_removal_summer",1986,"euph fend",53
"1986_10_removal_summer",1986,"moll cerv",12
"1986_10_removal_summer",1986,"moll vert",493
"1986_10_removal_summer",1986,"pani ariz",3
"1986_10_removal_summer",1986,"pect papp",20
"1986_10_removal_summer",1986,"tide lanu",7
"1986_11_control_summer",1986,"aris adsc",3
"1986_11_control_summer",1986,"bail mult",46
"1986_11_control_summer",1986,"boer torr",12
"1986_11_control_summer",1986,"bout aris",24
"1986_11_control_summer",1986,"erio aber",7
"1986_11_control_summer",1986,"euph fend",33
"1986_11_control_summer",1986,"moll cerv",27
"1986_11_control_summer",1986,"moll vert",165
"1986_11_control_summer",1986,"pani ariz",4
"1986_11_control_summer",1986,"pect papp",10
"1986_11_control_summer",1986,"tide lanu",11
"1986_12_control_summer",1986,"bail mult",24
"1986_12_control_summer",1986,"boer torr",66
"1986_12_control_summer",1986,"bout aris",114
"1986_12_control_summer",1986,"erio aber",75
"1986_12_control_summer",1986,"euph fend",50
"1986_12_control_summer",1986,"moll vert",59
"1986_12_control_summer",1986,"pani ariz",12
"1986_12_control_summer",1986,"pect papp",184
"1986_12_control_summer",1986,"tide lanu",16
"1986_13_control_summer",1986,"bail mult",10
"1986_13_control_summer",1986,"boer torr",6
"1986_13_control_summer",1986,"bout aris",7
"1986_13_control_summer",1986,"erio aber",5
"1986_13_control_summer",1986,"euph fend",14
"1986_13_control_summer",1986,"moll cerv",1
"1986_13_control_summer",1986,"moll vert",9
"1986_13_control_summer",1986,"pect papp",3
"1986_13_control_summer",1986,"tide lanu",1
"1986_14_control_summer",1986,"aris adsc",4
"1986_14_control_summer",1986,"bail mult",22
"1986_14_control_summer",1986,"boer torr",6
"1986_14_control_summer",1986,"erio aber",2
"1986_14_control_summer",1986,"euph fend",6
"1986_14_control_summer",1986,"moll vert",55
"1986_14_control_summer",1986,"pani ariz",2
"1986_14_control_summer",1986,"tide lanu",2
"1986_15_exclosure_summer",1986,"bail mult",6
"1986_15_exclosure_summer",1986,"boer torr",3
"1986_15_exclosure_summer",1986,"bout aris",11
"1986_15_exclosure_summer",1986,"erio aber",1
"1986_15_exclosure_summer",1986,"euph fend",23
"1986_15_exclosure_summer",1986,"moll vert",1
"1986_15_exclosure_summer",1986,"pani ariz",1
"1986_15_exclosure_summer",1986,"pect papp",2
"1986_15_exclosure_summer",1986,"tide lanu",3
"1986_16_removal_summer",1986,"aris adsc",28
"1986_16_removal_summer",1986,"bail mult",19
"1986_16_removal_summer",1986,"boer torr",2
"1986_16_removal_summer",1986,"bout aris",97
"1986_16_removal_summer",1986,"erio aber",2
"1986_16_removal_summer",1986,"euph fend",42
"1986_16_removal_summer",1986,"moll vert",113
"1986_16_removal_summer",1986,"pani ariz",7
"1986_16_removal_summer",1986,"pect papp",17
"1986_16_removal_summer",1986,"tide lanu",4
"1986_17_control_summer",1986,"bail mult",11
"1986_17_control_summer",1986,"boer torr",8
"1986_17_control_summer",1986,"bout aris",13
"1986_17_control_summer",1986,"erio aber",6
"1986_17_control_summer",1986,"euph fend",42
"1986_17_control_summer",1986,"moll vert",151
"1986_17_control_summer",1986,"pani ariz",4
"1986_17_control_summer",1986,"pect papp",9
"1986_18_control_summer",1986,"bail mult",1
"1986_18_control_summer",1986,"boer torr",1
"1986_18_control_summer",1986,"erio aber",1
"1986_18_control_summer",1986,"euph fend",2
"1986_18_control_summer",1986,"moll cerv",1
"1986_18_control_summer",1986,"pani ariz",1
"1986_18_control_summer",1986,"pect papp",1
"1986_18_control_summer",1986,"tide lanu",1
"1986_19_exclosure_summer",1986,"aris adsc",8
"1986_19_exclosure_summer",1986,"bail mult",6
"1986_19_exclosure_summer",1986,"boer torr",56
"1986_19_exclosure_summer",1986,"bout aris",41
"1986_19_exclosure_summer",1986,"erio aber",1
"1986_19_exclosure_summer",1986,"euph fend",36
"1986_19_exclosure_summer",1986,"moll vert",101
"1986_19_exclosure_summer",1986,"pani ariz",1
"1986_19_exclosure_summer",1986,"pect papp",2
"1986_19_exclosure_summer",1986,"tide lanu",13
"1986_20_control_summer",1986,"aris adsc",1
"1986_20_control_summer",1986,"boer torr",40
"1986_20_control_summer",1986,"bout aris",3
"1986_20_control_summer",1986,"erio aber",7
"1986_20_control_summer",1986,"euph fend",30
"1986_20_control_summer",1986,"moll cerv",20
"1986_20_control_summer",1986,"moll vert",7
"1986_20_control_summer",1986,"pani ariz",5
"1986_20_control_summer",1986,"pect papp",11
"1986_20_control_summer",1986,"tide lanu",1
"1986_21_exclosure_summer",1986,"aris adsc",95
"1986_21_exclosure_summer",1986,"bail mult",5
"1986_21_exclosure_summer",1986,"boer torr",27
"1986_21_exclosure_summer",1986,"bout aris",45
"1986_21_exclosure_summer",1986,"erio aber",3
"1986_21_exclosure_summer",1986,"euph fend",18
"1986_21_exclosure_summer",1986,"moll cerv",10
"1986_21_exclosure_summer",1986,"moll vert",178
"1986_21_exclosure_summer",1986,"pani ariz",5
"1986_21_exclosure_summer",1986,"pect papp",3
"1986_21_exclosure_summer",1986,"tide lanu",5
"1986_22_control_summer",1986,"bail mult",2
"1986_22_control_summer",1986,"boer torr",12
"1986_22_control_summer",1986,"bout aris",5
"1986_22_control_summer",1986,"erio aber",5
"1986_22_control_summer",1986,"euph fend",5
"1986_22_control_summer",1986,"moll cerv",30
"1986_22_control_summer",1986,"pect papp",2
"1986_22_control_summer",1986,"tide lanu",1
"1986_23_removal_summer",1986,"aris adsc",7
"1986_23_removal_summer",1986,"bail mult",15
"1986_23_removal_summer",1986,"boer torr",17
"1986_23_removal_summer",1986,"bout aris",40
"1986_23_removal_summer",1986,"erio aber",5
"1986_23_removal_summer",1986,"euph fend",130
"1986_23_removal_summer",1986,"moll cerv",17
"1986_23_removal_summer",1986,"moll vert",69
"1986_23_removal_summer",1986,"pani ariz",3
"1986_23_removal_summer",1986,"pect papp",8
"1986_23_removal_summer",1986,"tide lanu",2
"1986_2_control_summer",1986,"bail mult",5
"1986_2_control_summer",1986,"erig dive",66
"1986_2_control_summer",1986,"erio aber",86
"1986_2_control_summer",1986,"erod cicu",1
"1986_2_control_summer",1986,"hapl grac",3
"1986_3_exclosure_summer",1986,"bail mult",117
"1986_3_exclosure_summer",1986,"erig dive",55
"1986_3_exclosure_summer",1986,"erio aber",266
"1986_3_exclosure_summer",1986,"erod cicu",74
"1986_3_exclosure_summer",1986,"hapl grac",41
"1986_4_control_summer",1986,"bail mult",91
"1986_4_control_summer",1986,"erig dive",2
"1986_4_control_summer",1986,"erio aber",52
"1986_4_control_summer",1986,"hapl grac",282
"1986_7_removal_summer",1986,"bail mult",22
"1986_7_removal_summer",1986,"erig dive",1
"1986_7_removal_summer",1986,"erio aber",7
"1986_7_removal_summer",1986,"erod cicu",259
"1986_7_removal_summer",1986,"hapl grac",110
"1986_8_control_summer",1986,"bail mult",141
"1986_8_control_summer",1986,"erig dive",145
"1986_8_control_summer",1986,"erio aber",70
"1986_8_control_summer",1986,"erod cicu",25
"1986_8_control_summer",1986,"hapl grac",254
"1986_9_control_summer",1986,"bail mult",76
"1986_9_control_summer",1986,"erig dive",136
"1986_9_control_summer",1986,"erio aber",47
"1986_9_control_summer",1986,"erod cicu",3
"1986_9_control_summer",1986,"hapl grac",125
"1986_10_removal_summer",1986,"bail mult",38
"1986_10_removal_summer",1986,"erig dive",1
"1986_10_removal_summer",1986,"erio aber",56
"1986_10_removal_summer",1986,"erod cicu",96
"1986_10_removal_summer",1986,"hapl grac",2175
"1986_11_control_summer",1986,"bail mult",98
"1986_11_control_summer",1986,"erig dive",48
"1986_11_control_summer",1986,"erio aber",161
"1986_11_control_summer",1986,"hapl grac",1183
"1986_12_control_summer",1986,"bail mult",121
"1986_12_control_summer",1986,"erig dive",3
"1986_12_control_summer",1986,"erio aber",186
"1986_12_control_summer",1986,"erod cicu",3
"1986_12_control_summer",1986,"hapl grac",75
"1986_14_control_summer",1986,"bail mult",70
"1986_14_control_summer",1986,"erig dive",4
"1986_14_control_summer",1986,"erio aber",27
"1986_14_control_summer",1986,"hapl grac",96
"1986_15_exclosure_summer",1986,"erig dive",3
"1986_15_exclosure_summer",1986,"erio aber",7
"1986_15_exclosure_summer",1986,"erod cicu",1
"1986_15_exclosure_summer",1986,"hapl grac",2
"1986_16_removal_summer",1986,"bail mult",24
"1986_16_removal_summer",1986,"erig dive",6
"1986_16_removal_summer",1986,"erio aber",8
"1986_16_removal_summer",1986,"erod cicu",66
"1986_16_removal_summer",1986,"hapl grac",167
"1986_17_control_summer",1986,"bail mult",16
"1986_17_control_summer",1986,"erig dive",8
"1986_17_control_summer",1986,"erio aber",23
"1986_17_control_summer",1986,"erod cicu",1
"1986_17_control_summer",1986,"hapl grac",142
"1986_19_exclosure_summer",1986,"bail mult",13
"1986_19_exclosure_summer",1986,"erig dive",2
"1986_19_exclosure_summer",1986,"erio aber",16
"1986_19_exclosure_summer",1986,"erod cicu",150
